tick,flight_id,origin,destination,phase,altitude,delay
31,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
31,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
31,FL011,KTTD,KBOI,Cruise,44.48263265306998,-118.6906315651383,170.0,289.83888401801806,35000,4
31,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
31,FL013,KOLM,KEUG,Approach,44.28491046235077,-123.20216522143195,161.6666666666667,171.29605655103953,3000,4
31,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
31,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
31,FL016,KEUG,KBFI,Descent,47.29332191557733,-122.39154957598608,193.33333333333337,207.9790809772568,15000,0
31,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
31,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
31,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
32,FL000,KTTD,KBOI,Cruise,44.247281623469775,-117.8813714574807,207.5,289.83888401801806,35000,0
32,FL001,KRNT,KEUG,Approach,44.248428940399045,-123.20623593919449,199.1666666666667,206.50003483095688,3000,0
32,FL002,KOLM,KBOI,Cruise,45.05922289498091,-118.75520567556677,207.5,348.3368492114644,35000,0
32,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
32,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
32,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
32,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
32,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
32,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
32,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
32,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
32,FL011,KTTD,KBOI,Cruise,44.43556207123734,-118.52851933591477,177.5,289.83888401801806,35000,4
32,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
32,FL013,KOLM,KEUG,Approach,44.23509535814098,-123.20758751497465,164.6666666666667,171.29605655103953,3000,4
32,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
32,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
32,FL016,KEUG,KBFI,Approach,47.38893018288578,-122.36605494784231,199.1666666666667,207.9790809772568,3000,0
32,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
32,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
32,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
33,FL000,KTTD,KBOI,Cruise,44.20021197990951,-117.71990815780147,215.0,289.83888401801806,35000,0
33,FL001,KRNT,KEUG,Approach,44.19955649746221,-123.22074513659199,202.1666666666667,206.50003483095688,3000,0
33,FL002,KOLM,KBOI,Cruise,44.99017703382072,-118.60792407902646,215.0,348.3368492114644,35000,0
33,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
33,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
33,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
33,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
33,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
33,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
33,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
33,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
33,FL011,KTTD,KBOI,Cruise,44.38849167766381,-118.3665375294189,185.0,289.83888401801806,35000,4
33,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
33,FL013,KOLM,KEUG,Approach,44.18528025415408,-123.21300522432345,167.6666666666667,171.29605655103953,3000,4
33,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
33,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
33,FL016,KEUG,KBFI,Approach,47.43810085252035,-122.3529311723229,202.1666666666667,207.9790809772568,3000,0
33,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
33,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
33,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
34,FL000,KTTD,KBOI,Cruise,44.1531425231017,-117.55857369351155,222.5,289.83888401801806,35000,0
34,FL001,KRNT,KEUG,Approach,44.1506840560911,-123.23524231416268,205.1666666666667,206.50003483095688,3000,0
34,FL002,KOLM,KBOI,Cruise,44.921131400503945,-118.46081958699176,222.5,348.3368492114644,35000,0
34,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
34,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
34,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
34,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
34,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
34,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
34,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
34,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
34,FL011,KTTD,KBOI,Cruise,44.34142147204608,-118.20468582629559,192.5,289.83888401801806,35000,4
34,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
34,FL013,KOLM,KEUG,Approach,44.135465150389685,-123.21841836131156,170.6666666666667,171.29605655103953,3000,4
34,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
34,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
34,FL016,KEUG,KBFI,Approach,47.487271520863835,-122.33979511604473,205.1666666666667,207.9790809772568,3000,0
34,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
34,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
34,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
35,FL000,KTTD,KBOI,Cruise,44.106073252747926,-117.39736774995467,230.0,289.83888401801806,35000,0
35,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
35,FL002,KOLM,KBOI,Cruise,44.85208599448286,-118.31389156034805,230.0,348.3368492114644,35000,0
35,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
35,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
35,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
35,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
35,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
35,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
35,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
35,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
35,FL011,KTTD,KBOI,Cruise,44.29435145408185,-118.04296390813741,200.0,289.83888401801806,35000,4
35,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
35,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
35,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
35,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
35,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
35,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
35,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
35,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
36,FL000,KTTD,KBOI,Cruise,44.05900416855076,-117.23629001340247,237.5,289.83888401801806,35000,0
36,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
36,FL002,KOLM,KBOI,Cruise,44.783040815212374,-118.16713936279513,237.5,348.3368492114644,35000,0
36,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
36,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
36,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
36,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
36,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
36,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
36,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
36,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
36,FL011,KTTD,KBOI,Cruise,44.247281623469775,-117.8813714574807,207.5,289.83888401801806,35000,4
36,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
36,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
36,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
36,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
36,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
36,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
36,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
36,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
37,FL000,KTTD,KBOI,Cruise,44.01193527021371,-117.07534017105073,245.0,289.83888401801806,35000,0
37,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
37,FL002,KOLM,KBOI,Cruise,44.71399586215001,-118.02056236082977,245.0,348.3368492114644,35000,0
37,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
37,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
37,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
37,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
37,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
37,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
37,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
37,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
37,FL011,KTTD,KBOI,Cruise,44.20021197990951,-117.71990815780147,215.0,289.83888401801806,35000,4
37,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
37,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
37,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
37,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
37,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
37,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
37,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
37,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
38,FL000,KTTD,KBOI,Descent,43.96486655744127,-116.91451791101541,252.5,289.83888401801806,15000,0
38,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
38,FL002,KOLM,KBOI,Cruise,44.6449511347559,-117.87415992372837,252.5,348.3368492114644,35000,0
38,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
38,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
38,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
38,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
38,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
38,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
38,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
38,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
38,FL011,KTTD,KBOI,Cruise,44.1531425231017,-117.55857369351155,222.5,289.83888401801806,35000,4
38,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
38,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
38,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
38,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
38,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
38,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
38,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
38,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
39,FL000,KTTD,KBOI,Descent,43.928277158052424,-116.78951092788571,258.3333333333333,289.83888401801806,15000,0
39,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
39,FL002,KOLM,KBOI,Cruise,44.575906632492774,-117.72793142352965,260.0,348.3368492114644,35000,0
39,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
39,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
39,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
39,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
39,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
39,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
39,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
39,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
39,FL011,KTTD,KBOI,Cruise,44.106073252747926,-117.39736774995467,230.0,289.83888401801806,35000,4
39,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
39,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
39,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
39,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
39,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
39,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
39,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
39,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
40,FL000,KTTD,KBOI,Descent,43.89168784569607,-116.66458077014238,264.16666666666663,289.83888401801806,15000,0
40,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
40,FL002,KOLM,KBOI,Cruise,44.506862354825905,-117.5818762350176,267.5,348.3368492114644,35000,0
40,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
40,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
40,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
40,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
40,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
40,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
40,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
40,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
40,FL011,KTTD,KBOI,Cruise,44.05900416855076,-117.23629001340247,237.5,289.83888401801806,35000,4
40,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
40,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
40,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
40,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
40,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
40,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
40,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
40,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
41,FL000,KTTD,KBOI,Descent,43.85509862026511,-116.53972729234643,269.99999999999994,289.83888401801806,15000,0
41,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
41,FL002,KOLM,KBOI,Cruise,44.43781830122313,-117.43599373570444,275.0,348.3368492114644,35000,0
41,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
41,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
41,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
41,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
41,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
41,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
41,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
41,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
41,FL011,KTTD,KBOI,Cruise,44.01193527021371,-117.07534017105073,245.0,289.83888401801806,35000,4
41,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
41,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
41,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
41,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
41,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
41,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
41,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
41,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
42,FL000,KTTD,KBOI,Descent,43.818509481652754,-116.41495034938993,275.83333333333326,289.83888401801806,15000,0
42,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
42,FL002,KOLM,KBOI,Cruise,44.36877447115483,-117.29028330581384,282.5,348.3368492114644,35000,0
42,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
42,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
42,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
42,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
42,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
42,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
42,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
42,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
42,FL011,KTTD,KBOI,Descent,43.96486655744127,-116.91451791101541,252.5,289.83888401801806,15000,4
42,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
42,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
42,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
42,FL015,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,6
42,FL016,KEUG,KBFI,Landing,47.536442187913806,-122.3266467463101,208.1666666666667,207.9790809772568,0,0
42,FL017,KRNT,KBFI,Landing,48.01837981677281,-123.44544340656998,58.833333333333336,4.131828503063924,0,8
42,FL018,KEUG,KTTD,Landing,45.55852432194903,-122.40665795085647,92.66666666666666,92.24843466399844,0,2
42,FL019,KBFI,KRNT,Landing,47.004448557328516,-121.08221182744498,58.833333333333336,4.131828503064001,0,2
43,FL000,KTTD,KBOI,Approach,43.78192042975243,-116.29024979649495,281.6666666666666,289.83888401801806,3000,0
43,FL001,KRNT,KEUG,Landing,44.10181161628313,-123.24972750233603,208.1666666666667,206.50003483095688,0,0
43,FL002,KOLM,KBOI,Cruise,44.299730864093895,-117.14474432826421,290.0,348.3368492114644,35000,0
43,FL003,KTTD,KEUG,Landing,44.120892066073935,-123.2250781936718,92.66666666666666,92.24843466399868,0,2
43,FL004,KBFI,KPDX,Landing,45.57302044792427,-122.60504562528925,118.16666666666664,117.1974318364497,0,0
43,FL005,KPDX,KRNT,Landing,47.53891046471255,-122.21220557209672,118.16666666666664,115.4267802070516,0,0
43,FL006,KSEA,KBFI,Landing,48.4264018184126,-122.20726630721671,58.833333333333336,4.881199340325975,0,0
43,FL007,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,2
43,FL008,KRNT,KPAE,Landing,48.467313970563055,-122.37238711583254,58.833333333333336,24.954288902352214,0,4
43,FL009,KOLM,KRNT,Landing,47.70312226049951,-121.94458923305514,58.833333333333336,42.13591962348697,0,2
43,FL010,KPAE,KTTD,Landing,45.51497488335458,-122.40527677320563,143.66666666666666,141.59479515214852,0,0
43,FL011,KTTD,KBOI,Descent,43.928277158052424,-116.78951092788571,258.3333333333333,289.83888401801806,15000,4
43,FL012,KPDX,KSEA,Landing,47.46878768313761,-122.31099506429068,113.49999999999997,112.31964176220885,0,2
43,FL013,KOLM,KEUG,Landing,44.085650046847434,-123.22382693773537,173.6666666666667,171.29605655103953,0,4
43,FL014,KTTD,KRNT,Landing,47.51340507016048,-122.21619382729503,118.16666666666664,116.95340845518449,0,6
